MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
80,RL,19690,CulDSac,1Fam,7,1966,1966,Plywood,0,697,274970
20,RL,9503,Inside,1Fam,5,1958,1983,HdBoard,374,1024,144000
20,RL,10721,Inside,1Fam,6,1959,1959,HdBoard,0,1252,142000
60,RL,10944,Inside,1Fam,5,1994,1994,VinylSd,0,1223,271000
50,RL,10930,Inside,1Fam,6,1945,1950,MetalSd,0,913,140000
30,RM,7200,Corner,1Fam,7,1940,1992,MetalSd,0,788,119000
20,RL,12546,Corner,1Fam,7,1981,1981,MetalSd,0,1440,182900
60,RL,21930,Inside,1Fam,5,2005,2005,VinylSd,0,732,192140
120,RL,4928,Inside,TwnhsE,6,1976,1976,Plywood,0,958,143750
30,RL,10800,Inside,1Fam,6,1927,2007,Wd Sdng,0,656,64500
60,RL,10261,Inside,1Fam,5,2000,2000,VinylSd,0,936,186500
20,RL,17400,Inside,1Fam,5,1977,1977,BrkFace,0,1126,160000
20,RL,8400,Inside,1Fam,9,1962,2005,Wd Sdng,0,1319,174000
20,RL,9000,FR2,1Fam,6,1971,1971,HdBoard,0,864,120500
20,RL,12444,FR2,1Fam,5,2008,2008,VinylSd,0,1932,394617
20,RM,7407,Inside,1Fam,7,1957,1996,MetalSd,0,912,149700
60,RL,11584,Inside,1Fam,6,1979,1979,HdBoard,110,539,197000
70,RL,11526,Inside,1Fam,7,1922,1994,MetalSd,0,588,191000
120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,149300
60,FV,11003,Inside,1Fam,5,2008,2008,VinylSd,0,1017,310000
30,RL,8854,Inside,1Fam,6,1916,1950,Wd Sdng,0,952,121000
20,RL,8500,FR2,1Fam,5,2004,2004,VinylSd,0,1422,179600
85,RL,8400,Inside,1Fam,5,1966,1966,VinylSd,627,814,129000
20,RL,26142,CulDSac,1Fam,7,1962,1962,HdBoard,0,1188,157900
60,RL,10000,Inside,1Fam,5,1995,1996,VinylSd,0,1220,240000
50,RL,11767,Inside,1Fam,7,1910,2000,MetalSd,0,560,112000
180,RM,1533,Inside,Twnhs,7,1970,1970,CemntBd,0,630,92000
90,RL,9000,FR2,Duplex,5,1974,1974,VinylSd,0,896,136000
20,RL,9262,Inside,1Fam,5,2008,2009,CemntBd,0,1573,287090
180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0,547,145000
20,RL,17217,Inside,1Fam,5,2006,2006,VinylSd,0,1140,84500
20,FV,7500,Inside,1Fam,5,2004,2005,VinylSd,0,1221,185000
60,RL,7917,Inside,1Fam,5,1999,2000,VinylSd,0,953,175000
20,RL,13175,Inside,1Fam,6,1978,1988,Plywood,163,1542,210000
70,RL,9042,Inside,1Fam,9,1941,2006,CemntBd,0,1152,266500
20,RL,9717,Inside,1Fam,6,1950,1996,MetalSd,1029,1078,142125
20,RL,9937,Inside,1Fam,6,1965,1965,HdBoard,290,1256,147500
20,RH,11622,Inside,1Fam,6,1961,1961,VinylSd,144,882,
20,RL,14267,Corner,1Fam,6,1958,1958,Wd Sdng,0,1329,
60,RL,13830,Inside,1Fam,5,1997,1998,VinylSd,0,928,
60,RL,9978,Inside,1Fam,6,1998,1998,VinylSd,0,926,
120,RL,5005,Inside,TwnhsE,5,1992,1992,HdBoard,0,1280,
60,RL,10000,Corner,1Fam,5,1993,1994,HdBoard,0,763,
20,RL,7980,Inside,1Fam,7,1992,2007,HdBoard,0,1168,
60,RL,8402,Inside,1Fam,5,1998,1998,VinylSd,0,789,
20,RL,10176,Inside,1Fam,5,1990,1990,HdBoard,0,1300,
20,RL,8400,Corner,1Fam,5,1970,1970,Plywood,78,882,
120,RH,5858,FR2,TwnhsE,5,1999,1999,MetalSd,0,1405,
160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0,483,
160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0,525,
160,RL,2280,FR2,Twnhs,6,1975,1975,Plywood,0,855,
120,RL,2280,FR2,Twnhs,6,1975,1975,Plywood,0,836,
60,RL,12858,Inside,1Fam,5,2009,2010,VinylSd,0,1590,
20,RL,12883,Corner,1Fam,5,2009,2010,VinylSd,0,1544,
20,RL,11520,Inside,1Fam,5,2005,2005,VinylSd,0,1698,
20,RL,14122,Inside,1Fam,5,2005,2006,CemntBd,0,1822,
20,RL,14300,Inside,1Fam,5,2003,2004,VinylSd,0,2846,
60,RL,13650,Corner,1Fam,5,2002,2002,VinylSd,0,1671,
120,RL,7132,Inside,TwnhsE,5,2006,2006,VinylSd,0,1370,
20,RL,18494,Corner,1Fam,5,2005,2005,VinylSd,0,1324,
120,RL,3203,Inside,TwnhsE,5,2006,2006,VinylSd,0,1145,
80,RL,13300,Inside,1Fam,5,2004,2004,VinylSd,0,384,
60,RL,8577,Inside,1Fam,5,2004,2004,VinylSd,0,847,
60,RL,17433,CulDSac,1Fam,5,1998,1998,VinylSd,0,1629,
20,RL,8987,Inside,1Fam,5,2005,2006,VinylSd,0,1595,
20,FV,9215,Inside,1Fam,5,2009,2010,VinylSd,0,1218,
20,FV,10440,Corner,1Fam,5,2005,2005,VinylSd,0,1468,
60,RL,11920,Inside,1Fam,5,2004,2004,VinylSd,0,831,
30,RH,9800,Corner,1Fam,5,1920,1950,Wd Sdng,0,816,
20,RL,15410,CulDSac,1Fam,6,1974,2002,Plywood,859,1208,
60,RL,13143,Inside,1Fam,5,1993,1993,HdBoard,981,1231,
60,RL,11134,Inside,1Fam,5,1992,1993,HdBoard,0,1390,
120,FV,4835,CulDSac,TwnhsE,5,2004,2005,MetalSd,0,1488,
160,FV,3515,Inside,TwnhsE,5,2004,2004,VinylSd,0,840,
160,FV,3215,Inside,TwnhsE,5,2004,2004,MetalSd,0,600,
160,FV,2544,Inside,Twnhs,5,2004,2005,MetalSd,42,600,
160,FV,2544,Inside,Twnhs,5,2005,2005,VinylSd,0,600,
160,FV,2980,Corner,TwnhsE,5,2000,2000,MetalSd,0,756,
160,FV,2403,FR2,TwnhsE,5,2003,2003,VinylSd,0,530,
20,FV,12853,Inside,1Fam,5,2010,2010,CemntBd,0,1642,
60,FV,7379,Inside,1Fam,5,2000,2000,VinylSd,0,975,
20,FV,8000,Inside,1Fam,5,2002,2002,VinylSd,0,1492,
20,RL,10456,Inside,1Fam,6,1967,1967,HdBoard,0,1829,
60,RL,10791,Inside,1Fam,5,1993,1993,MetalSd,0,1280,
50,RL,18837,Inside,1Fam,5,1978,1978,MetalSd,46,1224,
60,RL,9600,Inside,1Fam,6,1971,1971,MetalSd,0,715,
20,RL,9600,Inside,1Fam,5,1966,1966,VinylSd,0,1232,
20,RL,9900,Corner,1Fam,5,1966,1966,HdBoard,0,1209,
20,RL,9680,Inside,1Fam,6,1967,1967,Wd Sdng,0,1510,
80,RL,10600,Inside,1Fam,5,1964,1964,HdBoard,0,533,
90,RL,13260,Inside,Duplex,6,1962,2001,HdBoard,0,1728,
50,RL,9724,Inside,1Fam,7,1952,2002,MetalSd,0,1140,
50,RL,17360,Corner,1Fam,6,1949,1950,MetalSd,0,782,
85,RL,11380,Inside,1Fam,8,1966,2008,HdBoard,0,1080,
90,RL,8267,Corner,Duplex,5,1958,1958,HdBoard,0,1604,
20,RL,8197,Inside,1Fam,5,2003,2009,VinylSd,0,1480,
20,RL,8050,Inside,1Fam,5,1959,1959,MetalSd,162,1143,
20,RL,10725,Inside,1Fam,5,1959,1959,MetalSd,0,1206,
20,RL,10032,Inside,1Fam,5,1959,1959,Wd Sdng,0,1244,
50,RL,8382,Inside,1Fam,5,1956,1956,MetalSd,0,832,
20,RL,10950,Inside,1Fam,7,1952,1952,WdShing,0,864,
20,RL,10895,Corner,1Fam,6,1955,1955,MetalSd,0,972,
190,RL,13587,Inside,2fmCon,5,1958,1958,MetalSd,0,988,
30,RL,7898,Corner,1Fam,7,1920,1994,MetalSd,0,576,
50,RL,8064,Inside,1Fam,8,1948,2004,WdShing,174,816,
20,RL,7635,Corner,1Fam,6,1960,1960,BrkFace,350,1175,
20,RL,9760,Inside,1Fam,7,1963,1984,Wd Sdng,263,1395,
50,RM,4800,Corner,1Fam,5,1900,1954,Wd Sdng,0,709,
30,RM,4485,Inside,1Fam,7,1920,1950,Wd Sdng,0,936,
20,RM,5805,Inside,1Fam,7,1957,1957,MetalSd,1073,1347,
45,RM,6900,Corner,1Fam,7,1938,2000,MetalSd,0,827,
50,RM,11851,Inside,1Fam,7,1948,2009,VinylSd,0,1027,
50,RM,8239,Inside,1Fam,6,1920,1962,MetalSd,0,1008,
30,RM,9656,Inside,1Fam,2,1923,1970,AsbShng,0,678,
70,RM,9600,Corner,1Fam,9,1900,2003,Wd Sdng,0,930,
70,RM,9000,Inside,1Fam,9,1890,2002,Wd Sdng,0,346,
190,RM,9045,Inside,2fmCon,3,1910,1950,MetalSd,0,840,
70,RM,10560,Inside,1Fam,7,1922,1994,Wd Sdng,0,738,
50,RM,5830,Corner,1Fam,6,1950,1997,MetalSd,0,988,
75,RL,7793,Corner,1Fam,7,1922,2005,Wd Sdng,0,1108,
30,RM,5000,Inside,1Fam,7,1925,1950,MetalSd,0,765,
50,RM,6000,Inside,1Fam,7,1939,1950,MetalSd,12,608,
50,RM,6000,Inside,1Fam,6,1940,1950,MetalSd,0,572,
50,RM,6360,Corner,1Fam,6,1942,1950,MetalSd,159,835,
50,RM,6000,Inside,1Fam,7,1948,1950,Wd Sdng,0,780,
50,RM,6240,Inside,1Fam,7,1936,1980,VinylSd,0,528,
50,RM,6240,Inside,1Fam,5,1930,1950,MetalSd,0,928,
30,RM,6120,Inside,1Fam,5,1923,1950,Wd Sdng,0,1124,
50,RM,8094,Inside,1Fam,5,1915,1950,MetalSd,0,888,
70,RM,12900,Inside,1Fam,8,1912,2009,Wd Sdng,0,780,
70,RM,3068,Inside,1Fam,8,1920,1993,VinylSd,0,662,
20,RL,15263,Inside,1Fam,5,1959,1959,HdBoard,0,1422,
50,RL,10632,Inside,1Fam,3,1917,1950,Wd Sdng,0,689,
190,RL,9900,Inside,2fmCon,4,1915,1950,Wd Sdng,0,1212,
50,RL,6001,Inside,1Fam,5,1940,1950,VinylSd,0,600,
70,C (all),6449,Inside,1Fam,1,1907,1950,Wd Sdng,0,707,
190,RH,6048,Corner,2fmCon,7,1910,1950,Wd Sdng,0,856,
90,RL,10773,Inside,Duplex,3,1967,1967,Plywood,0,1832,
20,RL,7800,Inside,1Fam,7,1966,2008,HdBoard,474,864,
20,RL,7832,Inside,1Fam,5,1968,1968,HdBoard,0,864,
90,RL,7424,Inside,Duplex,5,1978,1978,Plywood,0,1319,
60,RL,11227,Inside,1Fam,5,1968,1968,HdBoard,453,720,
20,RL,20062,Inside,1Fam,7,1977,2001,Wd Sdng,0,1420,
30,RL,9259,Corner,1Fam,4,1927,1950,Wd Sdng,0,660,
60,RL,17082,CulDSac,1Fam,5,1978,1992,VinylSd,0,1117,
50,RL,18600,Inside,1Fam,4,1938,1990,Wd Sdng,684,972,
20,RL,11479,Inside,1Fam,7,1950,1987,Wd Sdng,387,663,
50,RL,9350,Inside,1Fam,6,1947,1979,WdShing,0,756,
20,RL,9525,Inside,1Fam,7,1954,1998,WdShing,0,1172,
20,RL,17485,Inside,1Fam,5,2009,2010,VinylSd,0,1508,
20,RL,11200,CulDSac,1Fam,3,1964,1964,Wd Sdng,0,1250,
20,RL,11980,Inside,1Fam,5,1987,1987,Plywood,0,1433,
60,RL,12361,CulDSac,1Fam,7,1993,1993,VinylSd,0,946,
20,RL,7360,Inside,1Fam,5,2010,2010,VinylSd,0,1222,
50,RL,14235,Inside,1Fam,8,1900,1993,Wd Sdng,0,676,
85,RL,11105,Corner,1Fam,5,1996,1996,VinylSd,0,870,
60,RL,9337,Inside,1Fam,5,1997,1998,VinylSd,0,878,
20,RL,15240,FR2,1Fam,8,1977,2004,CemntBd,688,1026,
20,RL,7480,Inside,1Fam,6,1972,1972,Wd Sdng,0,876,
20,RL,10389,Inside,1Fam,5,2003,2003,CemntBd,0,1978,
60,RL,9375,Inside,1Fam,5,1997,1997,VinylSd,0,1040,
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,
30,RL,8777,Inside,1Fam,6,1945,2007,VinylSd,0,0,
20,RL,8842,Corner,1Fam,6,1954,1954,VinylSd,0,381,
20,RL,10044,CulDSac,1Fam,6,1968,1968,MetalSd,0,1196,
50,RL,11792,Inside,1Fam,5,1948,1950,VinylSd,0,744,
80,RL,6305,Inside,1Fam,6,1975,1975,Plywood,0,1008,
20,RL,6410,Inside,1Fam,5,1958,1958,WdShing,0,960,
30,RL,4853,Inside,1Fam,6,1924,1999,MetalSd,0,1107,
30,RL,7890,Corner,1Fam,6,1939,1950,Wd Sdng,0,856,
90,RH,7200,Inside,Duplex,6,1967,1967,Plywood,0,0,
50,RL,9839,Inside,1Fam,2,1931,1950,VinylSd,0,894,
50,RL,10452,Inside,1Fam,6,1941,1985,Wd Sdng,252,1528,
90,RL,15600,Inside,Duplex,6,1950,1991,VinylSd,0,1032,
80,RL,19645,FR2,1Fam,6,1994,2007,VinylSd,0,423,
120,RM,3907,Inside,TwnhsE,6,1989,1989,HdBoard,0,982,
120,RM,3907,Inside,TwnhsE,5,1989,1989,HdBoard,0,1191,
30,RM,8154,Inside,1Fam,5,1941,1950,Wd Sdng,0,480,
50,RM,9140,Inside,1Fam,5,1921,1975,Wd Sdng,0,629,
30,C (all),8712,Corner,1Fam,7,1896,1950,Wd Sdng,0,756,
120,RM,3811,Corner,TwnhsE,5,2004,2005,CemntBd,0,1594,
60,RL,11050,Inside,1Fam,5,1998,1999,VinylSd,0,1049,
80,RL,9620,Inside,1Fam,7,1977,1977,Plywood,0,1243,
90,RL,12760,Inside,Duplex,5,1976,1976,Plywood,0,1958,
20,RL,11896,Corner,1Fam,5,2008,2008,VinylSd,0,1336,
20,RL,9803,Inside,1Fam,5,2009,2010,VinylSd,0,1214,
60,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0,384,
20,RL,15300,Inside,1Fam,5,1965,1977,Plywood,0,1068,
20,RL,10114,Inside,1Fam,5,2004,2005,VinylSd,0,1430,
20,RL,11875,Inside,1Fam,5,1999,1999,VinylSd,0,1344,
120,RM,2394,Inside,Twnhs,6,1973,1973,CemntBd,0,945,
160,RM,1476,Inside,Twnhs,7,1970,1970,CemntBd,0,546,
160,RM,1900,Inside,TwnhsE,4,1970,1970,CemntBd,0,546,
160,RM,1890,Inside,TwnhsE,6,1972,1972,CemntBd,0,546,
20,RL,6953,Inside,1Fam,7,1971,2004,VinylSd,0,864,
20,RL,12887,Inside,1Fam,7,1984,1984,VinylSd,590,833,
90,RL,7700,Inside,Duplex,2,1985,1986,HdBoard,0,1216,
60,RL,10475,Inside,1Fam,5,1991,1991,HdBoard,0,624,
50,RL,10544,Inside,1Fam,5,1969,1969,HdBoard,0,864,
20,RL,9892,Inside,1Fam,5,1994,1995,VinylSd,284,1679,
60,RL,12961,Inside,1Fam,5,1993,1994,VinylSd,0,1152,
20,RL,13008,Inside,1Fam,5,1956,1956,MetalSd,0,882,
20,RL,10200,Inside,1Fam,5,1974,1974,Plywood,0,1434,
60,RL,10179,Corner,1Fam,5,1997,1997,VinylSd,0,945,
60,RL,11792,Inside,1Fam,5,2003,2003,VinylSd,0,1008,
80,RL,8400,Inside,1Fam,5,1996,1997,HdBoard,0,384,
120,RL,7296,CulDSac,TwnhsE,5,2004,2005,CemntBd,0,2208,
120,RL,7380,Corner,1Fam,5,1998,1998,CemntBd,0,1418,
120,RL,8013,Corner,TwnhsE,5,1995,1996,CemntBd,0,1587,
80,RL,8923,Inside,1Fam,5,1998,1998,VinylSd,0,384,
60,RL,7500,Inside,1Fam,5,1998,1999,VinylSd,0,952,
60,RL,8803,Inside,1Fam,5,1994,1995,HdBoard,0,707,
20,RL,7250,Inside,1Fam,5,1993,1993,HdBoard,0,1181,
60,RL,11900,Inside,1Fam,6,1977,1977,HdBoard,0,1122,
60,RL,13250,Inside,1Fam,6,1978,1978,HdBoard,0,832,
20,RL,10928,Inside,1Fam,6,1978,1986,VinylSd,0,1427,
60,RL,12388,Inside,1Fam,7,1980,1991,Plywood,0,1043,
20,RL,11088,Inside,1Fam,5,1978,1998,HdBoard,0,1140,
60,FV,7000,Inside,1Fam,5,2003,2003,CemntBd,0,926,
60,FV,7500,Inside,1Fam,5,2000,2001,VinylSd,0,1058,
60,FV,8470,Corner,1Fam,5,2002,2002,VinylSd,276,972,
20,RL,9373,CulDSac,1Fam,7,1975,1975,HdBoard,168,1621,
20,RL,10140,Inside,1Fam,6,1974,1974,Plywood,0,1116,
20,RL,11050,Corner,1Fam,5,1975,1975,Plywood,0,1176,
20,RL,7830,Inside,1Fam,5,1970,1970,HdBoard,0,1180,
20,RL,8510,Inside,1Fam,7,1971,1971,Plywood,0,1043,
20,RL,7038,Inside,1Fam,6,1970,1970,VinylSd,0,864,
20,RL,9000,FR2,1Fam,7,1971,2006,VinylSd,0,864,
160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0,483,
160,RM,1680,Inside,Twnhs,6,1972,1972,HdBoard,294,483,
160,RL,2308,FR2,TwnhsE,5,1976,1976,Plywood,0,804,
120,RL,2280,FR2,Twnhs,5,1975,1975,Plywood,622,1057,
160,RL,2349,Inside,Twnhs,5,1977,1977,Plywood,0,855,
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0,804,
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0,855,
120,RL,2104,Inside,TwnhsE,6,1976,1976,Plywood,0,836,
20,RL,10710,Inside,1Fam,7,1966,2004,HdBoard,0,864,
60,RL,14257,Inside,1Fam,5,2007,2007,VinylSd,0,1776,
60,RL,12350,Inside,1Fam,5,2009,2009,VinylSd,0,1365,
20,RL,12350,Inside,1Fam,5,2008,2008,VinylSd,0,2020,
20,RL,13693,Inside,1Fam,5,2007,2007,VinylSd,0,2630,
20,RL,11578,Inside,1Fam,5,2008,2008,VinylSd,0,1736,
20,RL,16870,FR3,1Fam,5,2004,2005,VinylSd,0,1782,
60,RL,23303,CulDSac,1Fam,5,2007,2007,VinylSd,0,1508,
20,RL,10367,Inside,1Fam,5,2008,2008,VinylSd,0,1739,
20,RL,10872,Inside,1Fam,5,2006,2006,VinylSd,0,1504,
20,RL,13514,Corner,1Fam,5,2008,2008,VinylSd,0,1774,
20,RL,12878,Corner,1Fam,5,2003,2004,VinylSd,0,1760,
20,RL,15274,Corner,1Fam,5,2003,2003,VinylSd,0,2452,
60,RL,13262,Inside,1Fam,5,2003,2004,VinylSd,0,1082,
20,RL,9658,Inside,1Fam,5,2006,2006,VinylSd,0,1598,
120,RL,6904,Inside,TwnhsE,5,2005,2005,VinylSd,0,1358,
120,RL,5122,Inside,Twnhs,5,2005,2005,VinylSd,0,1306,
120,RL,10307,Inside,TwnhsE,5,2007,2008,VinylSd,0,1350,
20,RL,14836,Inside,1Fam,5,2004,2005,CemntBd,0,2492,
20,RL,15262,Corner,1Fam,5,2003,2004,VinylSd,0,2200,
120,RL,7390,Inside,TwnhsE,5,2008,2009,MetalSd,0,1884,
120,RL,6472,Inside,TwnhsE,5,2008,2008,VinylSd,0,1451,
20,RL,16770,Corner,1Fam,5,2002,2003,VinylSd,0,1712,
120,RL,3480,Inside,TwnhsE,5,2003,2003,VinylSd,0,1405,
60,RL,10928,Inside,1Fam,5,2005,2005,VinylSd,0,728,
60,RL,8918,Inside,1Fam,5,2005,2006,VinylSd,0,745,
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1220,
80,RL,9434,Inside,1Fam,5,2004,2005,WdShing,0,384,
60,RL,7984,Inside,1Fam,5,2004,2005,VinylSd,0,868,
60,RL,10125,Inside,1Fam,5,2004,2004,VinylSd,0,846,
60,RL,8965,Inside,1Fam,5,2003,2003,VinylSd,0,782,
60,RL,8174,Inside,1Fam,5,2003,2003,VinylSd,0,698,
60,RL,12891,Corner,1Fam,5,2002,2002,VinylSd,0,870,
80,RL,9734,Inside,1Fam,5,2004,2004,VinylSd,113,384,
60,RL,8433,Inside,1Fam,5,2000,2000,VinylSd,0,794,
80,RL,7750,Inside,1Fam,5,1999,2000,VinylSd,0,384,
60,RL,15896,CulDSac,1Fam,5,1999,1999,VinylSd,0,1177,
80,RL,7848,Inside,1Fam,6,1999,1999,VinylSd,0,384,
60,RL,12720,Inside,1Fam,5,2000,2000,VinylSd,0,1455,
20,RL,10750,CulDSac,1Fam,5,1994,1995,Wd Sdng,1526,2024,
60,RL,9085,Inside,1Fam,5,1995,1996,VinylSd,0,1070,
60,RL,11692,Inside,1Fam,5,1993,1994,HdBoard,0,1173,
20,RL,11194,Inside,1Fam,5,2008,2008,VinylSd,0,1696,
20,RL,10206,Inside,1Fam,5,2008,2008,VinylSd,0,1614,
20,RL,10130,Inside,1Fam,5,2007,2007,VinylSd,0,1702,
20,RL,9139,Inside,1Fam,5,2006,2006,VinylSd,0,1422,
20,RL,11128,Corner,1Fam,5,2005,2006,VinylSd,0,2458,
20,FV,7993,Inside,1Fam,5,2008,2009,VinylSd,0,1436,
20,FV,8640,Inside,1Fam,5,2008,2008,VinylSd,0,1402,
20,FV,12606,Inside,1Fam,5,2007,2008,VinylSd,0,1530,
20,FV,7500,Inside,1Fam,5,2006,2007,VinylSd,0,1372,
60,FV,10603,Inside,1Fam,5,2006,2006,VinylSd,0,900,
20,FV,8125,Corner,1Fam,5,2008,2009,VinylSd,0,1836,
20,FV,10625,Inside,1Fam,5,2006,2007,VinylSd,0,1652,
20,FV,8736,Inside,1Fam,5,2003,2004,VinylSd,360,1553,
60,FV,8127,Inside,1Fam,5,2003,2003,VinylSd,0,812,
20,RL,9605,Corner,1Fam,6,2007,2007,VinylSd,0,1218,
20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0,1141,
20,RL,7500,Inside,1Fam,5,2004,2004,VinylSd,0,1158,
60,RL,10628,Corner,1Fam,5,2004,2004,VinylSd,0,835,
20,RL,10141,Inside,1Fam,5,2004,2004,VinylSd,774,1512,
20,RL,13072,Inside,1Fam,5,2004,2005,VinylSd,0,1114,
20,RL,13072,Inside,1Fam,5,2004,2004,VinylSd,0,1114,
20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0,1114,
20,RL,7328,Inside,1Fam,5,2008,2009,VinylSd,0,1450,
60,RL,11492,CulDSac,1Fam,5,1996,1997,VinylSd,0,913,
60,RL,7703,Inside,1Fam,6,1992,1992,HdBoard,364,816,
120,RL,7175,Inside,TwnhsE,5,1990,1991,Plywood,0,1332,
60,RL,9109,Inside,1Fam,5,1994,1994,VinylSd,596,754,
60,RL,10274,CulDSac,1Fam,7,1986,1986,VinylSd,0,676,
90,RL,8250,Inside,Duplex,7,1981,1981,Wd Sdng,0,0,
20,RL,9750,Inside,1Fam,5,1962,1962,HdBoard,884,980,
20,RL,8499,Corner,1Fam,6,1961,1961,MetalSd,0,864,
20,RL,9079,Inside,1Fam,5,1961,1961,Wd Sdng,0,864,
20,RL,9316,Inside,1Fam,5,1965,1965,HdBoard,0,1024,
20,RL,7791,Inside,1Fam,8,1963,1995,Plywood,0,912,
20,RL,7150,Inside,1Fam,6,1962,1962,VinylSd,590,912,
20,RL,15676,Inside,1Fam,8,1980,1980,VinylSd,92,2014,
60,RL,11949,Inside,1Fam,8,1991,2008,VinylSd,216,975,
160,FV,2880,Inside,Twnhs,5,2004,2005,MetalSd,0,1376,
120,FV,3830,Inside,TwnhsE,5,2008,2008,VinylSd,0,1726,
120,FV,4217,Inside,TwnhsE,5,2008,2008,VinylSd,0,1145,
160,FV,2998,Inside,TwnhsE,5,2000,2000,MetalSd,0,756,
160,FV,3768,FR2,TwnhsE,5,1999,1999,MetalSd,0,691,
20,RL,14694,Inside,1Fam,9,1977,2008,MetalSd,136,1694,
20,RL,15417,Inside,1Fam,5,1981,1981,BrkFace,0,1740,
80,RL,9600,FR2,1Fam,5,1976,1976,Plywood,0,392,
60,RL,12732,CulDSac,1Fam,6,1974,1974,VinylSd,42,752,
60,RL,10400,Inside,1Fam,7,1967,1997,MetalSd,0,932,
20,RL,9600,Inside,1Fam,5,1969,1969,HdBoard,147,1288,
20,RL,9000,Inside,1Fam,5,1969,1969,HdBoard,0,1216,
60,RL,13774,Inside,1Fam,7,1977,1992,HdBoard,0,908,
20,RL,7130,Inside,1Fam,6,1967,1967,HdBoard,0,864,
20,RL,9600,Inside,1Fam,5,1967,1967,HdBoard,0,1568,
60,RL,9600,Inside,1Fam,5,1974,1974,Plywood,0,1165,
85,RL,16500,Inside,1Fam,5,1971,1971,HdBoard,0,1232,
20,RL,7436,Inside,1Fam,7,1960,1960,VinylSd,0,894,
20,RL,8125,Inside,1Fam,7,1959,1959,MetalSd,0,864,
20,RL,9450,Corner,1Fam,5,1957,1957,Wd Sdng,0,1040,
20,RL,13495,Corner,1Fam,6,1956,1956,Wd Sdng,201,1048,
20,RL,9350,Inside,1Fam,6,1961,1995,Wd Sdng,512,1313,
20,RL,10500,Inside,1Fam,5,1964,1964,HdBoard,0,1292,
60,RL,8970,Corner,1Fam,6,1965,1965,MetalSd,0,744,
80,RL,11475,Corner,1Fam,6,1961,1961,HdBoard,0,1208,
20,RL,9768,Inside,1Fam,5,1955,1955,Wd Sdng,247,960,
20,RL,9900,Inside,1Fam,5,1967,1967,BrkComm,0,1680,
20,RL,10573,Corner,1Fam,6,1961,1961,MetalSd,0,1453,
20,RL,14695,Inside,1Fam,8,1966,2008,MetalSd,0,1562,
20,RL,8760,Inside,1Fam,7,1956,1956,Wd Sdng,0,1169,
20,RL,12285,Inside,1Fam,6,1960,1960,Plywood,0,1329,
20,RL,9240,Inside,1Fam,8,1959,1998,MetalSd,0,988,
20,RL,8750,Inside,1Fam,5,1956,1956,BrkFace,202,1202,
20,RL,8750,Inside,1Fam,5,1955,1955,AsbShng,483,1382,
20,RL,10400,Corner,1Fam,5,1956,1956,Plywood,750,1200,
90,RL,9482,Inside,Duplex,4,1958,1958,Wd Sdng,0,1866,
20,RL,8128,CulDSac,1Fam,7,1954,1954,MetalSd,0,1062,
20,RL,13070,Corner,1Fam,5,1951,1951,MetalSd,0,631,
30,RL,8480,Corner,1Fam,6,1945,1950,MetalSd,0,793,
20,RL,7626,Inside,1Fam,8,1952,2005,Wd Sdng,0,1031,
20,RL,9533,Inside,1Fam,5,1953,1953,Wd Sdng,0,0,
60,RL,11419,Corner,1Fam,7,1948,1999,WdShing,0,699,
20,RL,9600,Inside,1Fam,6,1950,1950,Wd Sdng,0,1200,
20,RL,5470,Inside,1Fam,5,1958,1958,MetalSd,0,792,
60,RL,10800,Inside,1Fam,7,1939,2006,VinylSd,0,676,
70,RL,8146,Corner,1Fam,8,1900,2003,MetalSd,0,405,
30,RL,10230,Inside,1Fam,7,1925,1950,MetalSd,0,1054,
50,RL,10410,Inside,1Fam,5,1915,1950,MetalSd,0,1313,
70,RL,7200,Corner,1Fam,9,1910,2008,VinylSd,0,560,
30,RL,5400,Inside,1Fam,5,1940,1950,Stucco,0,416,
30,RL,10800,Inside,1Fam,7,1920,1950,Wd Sdng,0,720,
30,RL,10800,Corner,1Fam,5,1890,1998,VinylSd,0,630,
90,RL,9671,Corner,Duplex,5,1969,1969,MetalSd,0,1248,
20,RL,10143,Inside,1Fam,7,1963,1963,HdBoard,0,1380,
20,RL,11500,Inside,1Fam,4,1967,1967,HdBoard,60,1040,
20,RL,8010,Inside,1Fam,9,1958,2007,Wd Sdng,0,951,
20,RL,10454,Corner,1Fam,6,1957,1957,Plywood,0,1105,
20,RL,9000,Inside,1Fam,6,1958,1958,Wd Sdng,0,160,
